web-scraper-order,web-scraper-start-url,link,link-href,title,area,price,rooms,address,advertiser
"1598196181-3831","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=2&rows=100","Innenstadt: Kleinwohnung im 2. OG mit Lift","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/innenstadt-kleinwohnung-im-2-og-mit-lift-400451044/","Innenstadt: Kleinwohnung im 2. OG mit Lift","21 m","379,49","1 Zimmer","8010
    
    
        Graz","Popp Immobilien"
"1598196147-2593","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","Straßgang - 35m² - sonnig -2 Zimmer - großer Balkon - Parkplatz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/strassgang-35m-sonnig-2-zimmer-grosser-balkon-parkplatz-401182942/","Straßgang - 35m² - sonnig -2 Zimmer - großer Balkon - Parkplatz","34 m","496,43","2 Zimmer","8054
    
    
        Straßgang","C&P Immobilien AG"
"1598196102-1025","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Andritz, nahe Murradweg, provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/andritz-nahe-murradweg-provisionsfrei-397959483/","Andritz, nahe Murradweg, provisionsfrei","57 m","694,35","3 Zimmer","8045
    
    
        Andritz","Privat"
"1598196144-2530","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","Grabenstraße 38/3- Geförderte Mietwohnung in Geidorf","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/grabenstrasse-38-3-gefoerderte-mietwohnung-in-geidorf-316320353/","Grabenstraße 38/3- Geförderte Mietwohnung in Geidorf","64 m","493,62","1 Zimmer","8010
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196155-2888","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=11&rows=100","Schöne, helle 2-Zimmer-Wohnung mit 2 Balkonen in Graz-Puntigam","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-helle-2-zimmer-wohnung-mit-2-balkonen-in-graz-puntigam-399576255/","Schöne, helle 2-Zimmer-Wohnung mit 2 Balkonen in Graz-Puntigam","55 m","695,-","2 Zimmer","8055
    
    
        Graz","RE/MAX For All"
"1598196164-3220","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","PROVISIONSFREI! Modernes Wohnen mit Schlossbergblick - Top 8","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfrei-modernes-wohnen-mit-schlossbergblick-top-8-395424978/","PROVISIONSFREI! Modernes Wohnen mit Schlossbergblick - Top 8","65 m","828,67","3 Zimmer","8010
    
    
        Graz","Wohnreich Immobilienverwertungs GmbH"
"1598196158-3046","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","51m² Altbauwohnung inkl. Küche nahe KF-Uni - ab sofort verfügbar!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/51m-altbauwohnung-inkl-kueche-nahe-kf-uni-ab-sofort-verfuegbar-363196445/","51m² Altbauwohnung inkl. Küche nahe KF-Uni - ab sofort verfügbar!","50 m","520,18","2 Zimmer","8010
    
    
        Geidorf","VENTA Consulting GmbH"
"1598196155-2914","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=11&rows=100","PROVISIONSFREI * ERSTBEZUGSWOHNUNG * STILVOLLER ERSTBEZUG","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfrei-erstbezugswohnung-stilvoller-erstbezug-401560520/","PROVISIONSFREI * ERSTBEZUGSWOHNUNG * STILVOLLER ERSTBEZUG","49 m","690,42","2 Zimmer","8054
    
    
        Graz","DECUS Immobilien GmbH"
"1598196096-829","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=32&rows=100","Rarität in Graz: Traum-Altbauwohnung mit Blick in den Bischöflichen Garten","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/raritaet-in-graz-traum-altbauwohnung-mit-blick-in-den-bischoeflichen-garten-390920780/","Rarität in Graz: Traum-Altbauwohnung mit Blick in den Bischöflichen Garten","87 m","1.737,40","4 Zimmer","8010
    
    
        Graz","BEST PLACE Immo"
"1598196124-1801","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=22&rows=100","2-Zimmerwohnung mitten in der Stadt - Franziskanergasse 4 Top 7","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmerwohnung-mitten-in-der-stadt-franziskanergasse-4-top-7-399708263/","2-Zimmerwohnung mitten in der Stadt - Franziskanergasse 4 Top 7","43 m","442,88","2 Zimmer","8010
    
    
        Graz","IVV Verkauf und Vermietungs GmbH"
"1598196184-3949","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=1&rows=100","Neu Sanierte Altbauwohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neu-sanierte-altbauwohnung-402378235/","Neu Sanierte Altbauwohnung","71 m","795,-","3 Zimmer","8020
    
    
        Graz","Privat"
"1598196102-1061","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Dachgeschoßwohnung in zentraler Lage","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/dachgeschosswohnung-in-zentraler-lage-191504297/","Dachgeschoßwohnung in zentraler Lage","58 m","592,68","null","8010
    
    
        Graz","Schauersberg Immobilien GmbH"
"1598196107-1274","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=28&rows=100","Freundliche Pärchenwohnung, verglaster Terasse, teilmöbliert","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/freundliche-paerchenwohnung-verglaster-terasse-teilmoebliert-398419071/","Freundliche Pärchenwohnung, verglaster Terasse, teilmöbliert","49 m","629,-","2 Zimmer","8020
    
    
        Graz","Privat"
"1598196181-3855","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=2&rows=100","Zentrum - 35m² - 2 Zimmer - großer und heller Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/zentrum-35m-2-zimmer-grosser-und-heller-balkon-402230104/","Zentrum - 35m² - 2 Zimmer - großer und heller Balkon","34 m","510,89","2 Zimmer","8020
    
    
        Gries","C&P Immobilien AG"
"1598196147-2677","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","SINGLEWOHNUNG - 5 Minuten mit dem Bus zur Uni - ab sofort beziehbar","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/singlewohnung-5-minuten-mit-dem-bus-zur-uni-ab-sofort-beziehbar-381414890/","SINGLEWOHNUNG - 5 Minuten mit dem Bus zur Uni - ab sofort beziehbar","35 m","366,80","1 Zimmer","8043
    
    
        Graz","Brandstätter Immobilien GmbH"
"1598196153-2810","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Schöne, günstige 3-Zimmer-Wohnung (3er WG geeignet) in Graz (Geidorf) zu vermieten","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-guenstige-3-zimmer-wohnung-3er-wg-geeignet-in-graz-geidorf-zu-vermieten-401445456/","Schöne, günstige 3-Zimmer-Wohnung (3er WG geeignet) in Graz (Geidorf) zu vermieten","78 m","750,-","3 Zimmer","8010
    
    
        Graz","Privat"
"1598196144-2534","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","Sporgasse 7/16 - 3 Zimmerwohnung in Fußgängerzone","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sporgasse-7-16-3-zimmerwohnung-in-fussgaengerzone-381326017/","Sporgasse 7/16 - 3 Zimmerwohnung in Fußgängerzone","96 m","999,42","3 Zimmer","8010
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196158-2980","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","* Gepflegte Pärchenwohnung oder auch als 2er WG geeignet vis a vis neuer TU *","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-gepflegte-paerchenwohnung-oder-auch-als-2er-wg-geeignet-vis-a-vis-neuer-tu-375414286/","* Gepflegte Pärchenwohnung oder auch als 2er WG geeignet vis a vis neuer TU *","60 m","530,42","2 Zimmer","8010
    
    
        Sankt Peter","Dr. Ulrich Immobilien (Starboot.at GmbH)"
"1598196124-1784","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=22&rows=100","privat; MedCampus und LKH vor der Tür; Neubauwohnung mit großem Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/privat-medcampus-und-lkh-vor-der-tuer-neubauwohnung-mit-grossem-balkon-397254379/","privat; MedCampus und LKH vor der Tür; Neubauwohnung mit großem Balkon","47 m","670,-","2 Zimmer","8010
    
    
        Graz","Privat"
"1598196175-3591","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=4&rows=100","Eggenberg - 67m² - 3 Zimmer - großer Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/eggenberg-67m-3-zimmer-grosser-balkon-401787503/","Eggenberg - 67m² - 3 Zimmer - großer Balkon","67 m","762,55","3 Zimmer","8020
    
    
        Eggenberg","C&P Immobilien AG"
"1598196130-2075","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=20&rows=100","Stubenberggasse 7/12b - Mietwohnung im Zentrum","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/stubenberggasse-7-12b-mietwohnung-im-zentrum-355796312/","Stubenberggasse 7/12b - Mietwohnung im Zentrum","63 m","607,53","1 Zimmer","8010
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196184-3907","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=1&rows=100","Idlhofgasse 84m² um 699,60 inkl. BK","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/idlhofgasse-84m-um-699-60-inkl-bk-364058565/","Idlhofgasse 84m² um 699,60 inkl. BK","84 m","699,60","3 Zimmer","8020
    
    
        Gries","Dorfer Immobilien"
"1598196102-1017","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Provisionsfrei im Zentrum von Graz!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfrei-im-zentrum-von-graz-398018463/","Provisionsfrei im Zentrum von Graz!","74 m","750,-","2 Zimmer","8020
    
    
        Graz","Privat"
"1598196124-1871","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=22&rows=100","SMARTES WOHNEN IM 4. GRAZER BEZIRK - MODERNE 2 ZIMMER WOHNUNG MIT BALKON - INNOVATION IN...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/smartes-wohnen-im-4-grazer-bezirk-moderne-2-zimmer-wohnung-mit-balkon-innovation-in-ihrem-zuhause-top-lage-399604918/","SMARTES WOHNEN IM 4. GRAZER BEZIRK - MODERNE 2 ZIMMER WOHNUNG MIT BALKON - INNOVATION IN...","49 m","799,-","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196116-1544","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","ENERGIEEFFIZIENT - RESSOURCENSCHONEND - EMISSIONSARM! MY SMART CITY IN GRAZ STEHT FÜR...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/energieeffizient-ressourcenschonend-emissionsarm-my-smart-city-in-graz-steht-fuer-innovation-und-zeitgeist-ab-sofort-399604905/","ENERGIEEFFIZIENT - RESSOURCENSCHONEND - EMISSIONSARM! MY SMART CITY IN GRAZ STEHT FÜR...","61 m","849,-","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196178-3761","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","Gösting - 37m² - 2 Zimmer - großer 17m² Balkon - inklusive TG-Parkplatz - ideale Singlewohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/goesting-37m-2-zimmer-grosser-17m-balkon-inklusive-tg-parkplatz-ideale-singlewohnung-401787415/","Gösting - 37m² - 2 Zimmer - großer 17m² Balkon - inklusive TG-Parkplatz - ideale Singlewohnung","37 m","570,40","2 Zimmer","8051
    
    
        Gösting","C&P Immobilien AG"
"1598196130-2024","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=20&rows=100","Schöne 2 Zimmerwohnung mit großer Wohnküche im Palais!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-2-zimmerwohnung-mit-grosser-wohnkueche-im-palais-361761739/","Schöne 2 Zimmerwohnung mit großer Wohnküche im Palais!","67 m","744,34","2 Zimmer","8020
    
    
        Graz","GRAWE IMMOBILIEN Verwaltungs GmbH"
"1598196155-2912","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=11&rows=100","PROVISIONSFREI * ERSTBEZUG * HOCHWERTIGE 3 ZIMMERWOHNUNG","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfrei-erstbezug-hochwertige-3-zimmerwohnung-401560522/","PROVISIONSFREI * ERSTBEZUG * HOCHWERTIGE 3 ZIMMERWOHNUNG","67 m","853,82","3 Zimmer","8054
    
    
        Graz","DECUS Immobilien GmbH"
"1598196172-3538","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","Provisionsfreie Wohnung neben KFUni - ideal für Studierende","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfreie-wohnung-neben-kfuni-ideal-fuer-studierende-402019615/","Provisionsfreie Wohnung neben KFUni - ideal für Studierende","34 m","490,-","1 Zimmer","8010
    
    
        Graz","Privat"
"1598196172-3483","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","Privat: Privat: Ruheoase für WG oder Familie/ 2 Balkone","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/privat-privat-ruheoase-fuer-wg-oder-familie-2-balkone-395309032/","Privat: Privat: Ruheoase für WG oder Familie/ 2 Balkone","100 m","997,-","3 Zimmer","8010
    
    
        Graz","Privat"
"1598196105-1178","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Hell, freundlich, ruhig - geräumige Maisonette zum Wohlfühlen - Kalvarienbergstraße 134","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/hell-freundlich-ruhig-geraeumige-maisonette-zum-wohlfuehlen-kalvarienbergstrasse-134-398129740/","Hell, freundlich, ruhig - geräumige Maisonette zum Wohlfühlen - Kalvarienbergstraße 134","75 m","775,01","3 Zimmer","8020
    
    
        Graz","IVV Verkauf und Vermietungs GmbH"
"1598196178-3740","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","Brauquartier - 2 Zimmer - 35m² - großer Balkon - ruhige Ausrichtung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/brauquartier-2-zimmer-35m-grosser-balkon-ruhige-ausrichtung-401999853/","Brauquartier - 2 Zimmer - 35m² - großer Balkon - ruhige Ausrichtung","34 m","476,09","2 Zimmer","8055
    
    
        Puntigam","C&P Immobilien AG"
"1598196102-1000","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Altbauwohnung in St. Leonhard - Leonhardstraße, 3 Zimmer, Balkon, Wohngemeinschaft, Praxis, Büro","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/altbauwohnung-in-st-leonhard-leonhardstrasse-3-zimmer-balkon-wohngemeinschaft-praxis-buero-385114284/","Altbauwohnung in St. Leonhard - Leonhardstraße, 3 Zimmer, Balkon, Wohngemeinschaft, Praxis, Büro","100 m","1.028,-","3 Zimmer","8010
    
    
        Graz","Knoll & Knoll Immobilientreuhand GmbH"
"1598196136-2252","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=18&rows=100","Attraktive Studentenwohnung zu vermieten, ideal für WG","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/attraktive-studentenwohnung-zu-vermieten-ideal-fuer-wg-400229913/","Attraktive Studentenwohnung zu vermieten, ideal für WG","83 m","900,-","3 Zimmer","8010
    
    
        Jakomini","Privat"
"1598196113-1459","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=26&rows=100","Gemütliche Garconniere im Szeneviertel Graz-Lend","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/gemuetliche-garconniere-im-szeneviertel-graz-lend-392203885/","Gemütliche Garconniere im Szeneviertel Graz-Lend","30 m","300,-","1 Zimmer","8020
    
    
        Graz","Genusswohnwelt Immobilien GmbH"
"1598196102-1031","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Innenstadtwohnung - Gemütliche 2-Zimmer-Wohnung in Bestlage direkt in der Fußgängerzone","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/innenstadtwohnung-gemuetliche-2-zimmer-wohnung-in-bestlage-direkt-in-der-fussgaengerzone-320777991/","Innenstadtwohnung - Gemütliche 2-Zimmer-Wohnung in Bestlage direkt in der Fußgängerzone","67 m","645,81","2 Zimmer","8010
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196105-1112","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Wunderschöne Altbauwohnung - 3 Zimmer - WG geeignet - in KF-Uni Nähe!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wunderschoene-altbauwohnung-3-zimmer-wg-geeignet-in-kf-uni-naehe-401980219/","Wunderschöne Altbauwohnung - 3 Zimmer - WG geeignet - in KF-Uni Nähe!","133 m","949,55","3 Zimmer","8010
    
    
        Graz","MUNDWERK IMMOBILIEN GmbH"
"1598196167-3331","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=7&rows=100","Penthouse - St. Leonard - 3 Zimmer - 2 Balkone- UNI- LKHnähe- Provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/penthouse-st-leonard-3-zimmer-2-balkone-uni-lkhnaehe-provisionsfrei-401948125/","Penthouse - St. Leonard - 3 Zimmer - 2 Balkone- UNI- LKHnähe- Provisionsfrei","88 m","998,-","3 Zimmer","8010
    
    
        Graz","Gewerblicher Anbieter"
"1598196164-3255","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","*NEUBAU mit XXL-TERRASSE* mit BLICK AUF SCHLOSSBERG!* EXKLUSIVE WOHNLAGE IN LEND!! AB...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-neubau-mit-xxl-terrasse-mit-blick-auf-schlossberg-exklusive-wohnlage-in-lend-ab-mitte-august-beziehbar-401788332/","*NEUBAU mit XXL-TERRASSE* mit BLICK AUF SCHLOSSBERG!* EXKLUSIVE WOHNLAGE IN LEND!! AB...","70 m","891,77","3 Zimmer","8020
    
    
        Graz","PW Projekt Wohnen"
"1598196133-2169","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=19&rows=100","Straßgang/ Seiersberg, schöne DG Wohnung mit Galerie, Balkon undCarportplatz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/strassgang-seiersberg-schoene-dg-wohnung-mit-galerie-balkon-undcarportplatz-393624137/","Straßgang/ Seiersberg, schöne DG Wohnung mit Galerie, Balkon undCarportplatz","95 m","890,-","4 Zimmer","8054
    
    
        Graz","IPS - Immobilien Partner Steiermark"
"1598196116-1525","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","BALKON - 54m2 - 2 Zimmer - PARKPLATZ _!_","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/balkon-54m2-2-zimmer-parkplatz-392418005/","BALKON - 54m2 - 2 Zimmer - PARKPLATZ _!_","54 m","598,-","2 Zimmer","8041
    
    
        Graz","WAW Immobilienservices"
"1598196093-680","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","Sehr schöne, helle Garconniere - Erstbezug nach Neurenovierung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sehr-schoene-helle-garconniere-erstbezug-nach-neurenovierung-397284705/","Sehr schöne, helle Garconniere - Erstbezug nach Neurenovierung","39 m","495,-","1 Zimmer","8010
    
    
        Liebenau","RE/MAX Classic, Marchel & Partner Immobilien GmbH"
"1598196158-3032","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","Wunderschöne Garconniere mit Süd- Loggia in Eggenberg- Nähe FH Joanneum","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wunderschoene-garconniere-mit-sued-loggia-in-eggenberg-naehe-fh-joanneum-401598759/","Wunderschöne Garconniere mit Süd- Loggia in Eggenberg- Nähe FH Joanneum","41 m","495,-","1 Zimmer","8020
    
    
        Graz","Privat"
"1598196099-886","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=31&rows=100","Neu sanierte 2 Zimmer Dachgeschosswohnung mit Klima!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neu-sanierte-2-zimmer-dachgeschosswohnung-mit-klima-359760447/","Neu sanierte 2 Zimmer Dachgeschosswohnung mit Klima!","60 m","600,-","2 Zimmer","8020
    
    
        Graz","GRAWE IMMOBILIEN Verwaltungs GmbH"
"1598196122-1750","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","Wunderschöne Maisonettenwohnung Nähe KF-Uni","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wunderschoene-maisonettenwohnung-naehe-kf-uni-392860223/","Wunderschöne Maisonettenwohnung Nähe KF-Uni","80 m","753,72","2 Zimmer","8010
    
    
        Geidorf","Immobilienmakler Purkarthofer Kienzl GmbH"
"1598196099-882","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=31&rows=100","Mieten in Gösting - Top 5","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/mieten-in-goesting-top-5-187454656/","Mieten in Gösting - Top 5","38 m","408,12","1 Zimmer","8051
    
    
        Gösting","Papst Immobilien"
"1598196175-3613","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=4&rows=100","Garconniere Graz Eggenberg 34 m² zu vermieten € 395,00","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/garconniere-graz-eggenberg-34-m-zu-vermieten-euro-395-00-399155876/","Garconniere Graz Eggenberg 34 m² zu vermieten € 395,00","34 m","395,-","2 Zimmer","8020
    
    
        Eggenberg","Privat"
"1598196085-432","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=36&rows=100","UNI und LKH -Nähe- gepflegte 2 Zimmer Wohnung,","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/uni-und-lkh-naehe-gepflegte-2-zimmer-wohnung-389757831/","UNI und LKH -Nähe- gepflegte 2 Zimmer Wohnung,","65 m","662,-","2 Zimmer","8010
    
    
        Graz","Brandstätter Immobilien GmbH"
"1598196124-1811","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=22&rows=100","TRAUMWOHNUNG MIT OFFENER KÜCHE INKL. SPEIS - PROVISIONSFREI! - REININGHAUSGRÜNDE GRAZ","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/traumwohnung-mit-offener-kueche-inkl-speis-provisionsfrei-reininghausgruende-graz-399682376/","TRAUMWOHNUNG MIT OFFENER KÜCHE INKL. SPEIS - PROVISIONSFREI! - REININGHAUSGRÜNDE GRAZ","76 m","999,35","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196090-625","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=34&rows=100","Schöne Wohnung direkt vom Vermieter ohne Markler","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-wohnung-direkt-vom-vermieter-ohne-markler-396926179/","Schöne Wohnung direkt vom Vermieter ohne Markler","64 m","599,-","2 Zimmer","8020
    
    
        Graz","Privat"
"1598196082-304","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=37&rows=100","RUHIGE + HELLE WOHNUNG AN NICHTRAUCHER - Student oder berufstätig - in TU-Graz Nähe","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/ruhige-helle-wohnung-an-nichtraucher-student-oder-berufstaetig-in-tu-graz-naehe-396003438/","RUHIGE + HELLE WOHNUNG AN NICHTRAUCHER - Student oder berufstätig - in TU-Graz Nähe","59 m","695,-","3 Zimmer","8010
    
    
        Graz","Privat"
"1598196093-684","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","BALKON - 35m2 - 1 ZIMMER / PARKPLATZ","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/balkon-35m2-1-zimmer-parkplatz-397257409/","BALKON - 35m2 - 1 ZIMMER / PARKPLATZ","35 m","435,-","1 Zimmer","8010
    
    
        Graz","WAW Immobilienservices"
